time,N=2,N=20,N=100,N=500,N=1000
0.15,89.2467252177,86.5199001532,86.4090364926,86.4252223364,86.4271505071
0.152,89.7534120934,87.105909095,87.0068128263,87.0296664508,87.0328109276
0.154,90.2948904033,87.61887095,87.3739494859,87.2868668831,87.2582082245
0.156,89.3281534942,86.6482749399,86.5058737711,86.4563727607,86.4363230319
0.158,91.5435525659,89.111426777,88.9946479972,88.957395494,88.9367052235
0.16,90.8096619976,88.3630277529,88.3309492651,88.3501574099,88.3435442063
0.162,90.8173721653,88.3705175196,88.3384517631,88.3576530764,88.3510362801
0.164,90.8831502174,88.4404826399,88.4076156017,88.4263337108,88.4195691975
0.166,90.7029059566,88.2388604983,88.2035048356,88.2225133154,88.2159954874
0.168,91.8411692144,89.5312242431,89.5214753596,89.5390102306,89.5310112592
0.17,91.9585696313,89.647430487,89.6193877892,89.6249352628,89.6140427571
0.172,93.0121634426,90.7098935777,90.5970741059,90.5774561284,90.5621980156
