time,N=2,N=20,N=100,N=500,N=1000
0.086,0.0919654923204,0.198918636934,0.195590468555,0.189980865202,0.188975791552
0.088,0.0973387739164,0.230290343765,0.264011148566,0.279348117667,0.282787019255
0.09,0.0988023479573,0.234682705599,0.270005885018,0.281765742242,0.284048850885
0.092,0.0973117896666,0.219038751123,0.238872158527,0.242438928524,0.243021705523
0.094,0.105539097962,0.269140501329,0.332427264725,0.357596781626,0.362885196228
0.096,0.101976376861,0.236599824628,0.257204349968,0.255866319022,0.255068247853
0.098,0.0979742571869,0.205014892184,0.204684966102,0.200318285054,0.199502045984
0.1,0.101683876758,0.226254131721,0.252125367278,0.263181781293,0.265683383355
0.102,0.0993735696463,0.20725774699,0.216631271848,0.216763777602,0.216617500599
0.104,0.101724710959,0.219816285251,0.24415693324,0.253155070491,0.255083009587
0.106,0.102560167217,0.22198150531,0.247020612789,0.254552023066,0.256020166983
0.108,0.0971181537582,0.183496317385,0.176189192133,0.168433965532,0.166681805712
0.11,0.089359014378,0.136136813729,0.107754854828,0.0972208145575,0.0953381489853
0.112,0.0894099084472,0.139152319277,0.131544579827,0.134191493449,0.135110185261
0.114,0.0888743954281,0.138348150536,0.13826024266,0.141623199494,0.142393359423
0.116,0.100221892843,0.202466860075,0.252941045676,0.279085931376,0.284699035798
0.118,0.0998962751746,0.197557594299,0.22790422192,0.235913850685,0.237191036058
0.12,0.0927645232399,0.151090736138,0.136831582653,0.125900200832,0.123553211666
0.122,0.0968147791633,0.174824831227,0.18800454303,0.195198537655,0.196973728434
0.124,0.0980453653172,0.18125731161,0.198602831671,0.205186338883,0.206540100556
0.126,0.0971881933806,0.174832173772,0.185010674579,0.187289693416,0.187726934045
0.128,0.0956981366504,0.165226189289,0.169199118882,0.169668246026,0.16981379151
0.13,0.109658043945,0.245716895451,0.31279979141,0.342724719414,0.349142836444
0.132,0.10588923676,0.215092608714,0.232466863517,0.229019790935,0.227698302802
0.134,0.103749190111,0.198444987856,0.203089252796,0.200760255924,0.200415488181
0.136,0.0984333279211,0.164244108547,0.148394982966,0.140393060022,0.138863616619
0.138,0.0968131234274,0.155633444303,0.146531993608,0.14559571766,0.145683255137
0.14,0.0908099273326,0.12321981922,0.100464775739,0.0927712496754,0.0912332941422
0.142,0.093468584097,0.139989569222,0.140068041708,0.144599350534,0.145743369204
0.144,0.08676663262,0.105566138418,0.0828715210658,0.0728471698628,0.0706071818861
0.146,0.090953381636,0.129735327379,0.132020512873,0.135555544419,0.136350774785
0.148,0.0849204336335,0.0998535866065,0.079792829856,0.069584987572,0.0672570727617
0.15,0.0902890081214,0.129170647674,0.134848260411,0.137871400461,0.138429816536
0.152,0.0799520963997,0.0761427292556,0.038869990371,0.0189849973904,0.0145612167777
0.154,0.0813370911251,0.0870594220864,0.0700622037146,0.0642659960452,0.0629843070988
0.156,0.0862039936773,0.112970354139,0.115685276592,0.116947716085,0.116942110124
0.158,0.0811068785483,0.0889617232187,0.0702469725629,0.0589085575327,0.0562483557519
0.16,0.0812867120348,0.0930219907274,0.083235147346,0.0790889090207,0.0782140119743
0.162,0.0823794183577,0.100855689451,0.0983131050668,0.0967027102449,0.0962449911038
0.164,0.0837239788816,0.109340750528,0.11201280361,0.111663511162,0.111421809947
0.166,0.084680797571,0.115366015742,0.120082651419,0.119762419544,0.119510567173
0.168,0.0776980508843,0.080262401208,0.0558529208496,0.0424447817474,0.0395198504449
0.17,0.0776017524372,0.0830416224701,0.0703488810856,0.0667619580227,0.0661668514569
0.172,0.0738343673538,0.0686791660168,0.0516911318653,0.0453896486455,0.0440325292067
0.174,0.0752394903034,0.0782419738369,0.0725044411319,0.0715895642352,0.0713741768166
0.176,0.0847213484805,0.123412200716,0.147933551576,0.159282273331,0.16151725739
0.178,0.0841402888345,0.119632102327,0.128946869298,0.12812231665,0.127554923174
0.18,0.0908426316078,0.154462161843,0.187205456804,0.197645408933,0.199573100376
0.182,0.089318344203,0.143044150666,0.153414440043,0.15045686493,0.149400756413
0.184,0.0868378162425,0.127647626524,0.123885389997,0.118109312405,0.116809534151
0.186,0.0870511815302,0.128446721309,0.12863200251,0.127246310139,0.126937752321
0.188,0.0789748343033,0.0849690571436,0.0549578726659,0.0403898444658,0.0372532177879
0.19,0.072042666628,0.0561569372735,0.0293575457284,0.025596702795,0.0255033825342
0.192,0.0656403685376,0.0359502562853,0.0184838058303,0.0173332766618,0.0170089070145
0.194,0.0669150596211,0.0458413638604,0.0422642845515,0.0462541804804,0.0469657581252
0.196,0.069962715504,0.0614970182702,0.070213597367,0.0780049806096,0.0794195314376
0.198,0.0618438419536,0.0311271319856,0.0107139310506,1e-12,1e-12
0.2,0.0606024656955,0.0324023796982,0.0244388917589,0.0274278450434,0.0273042880088
0.202,0.0561416812082,0.0227421457299,0.0141081026395,0.011969263666,0.0111355135428
0.204,0.0533027251553,0.0198982237509,0.0158637657878,0.0164159436874,0.0164832174698
0.206,0.0574616000654,0.0360458232029,0.0435633123578,0.0494439452874,0.0504845314558
0.208,0.058050569285,0.0415153810052,0.0500112672883,0.0540790101626,0.0546122214578
0.21,0.0594285078483,0.0494554945417,0.0614361877222,0.0665216185321,0.0672795163576
0.212,0.057972054728,0.0456990228688,0.0498211896067,0.050213460882,0.0499887455401
0.214,0.0589765982876,0.0519106128622,0.0603080041137,0.0636247806887,0.0640910443838
0.216,0.0543815485292,0.0346838854791,0.0258566664763,0.0203870193374,0.0190027664407
0.218,0.0536390571592,0.0350676330598,0.0318637797795,0.0320858737121,0.032137330211
0.22,0.0605424347069,0.0624072247281,0.0787357986803,0.0879581559191,0.0897827969599
0.222,0.0600468674861,0.0608114237143,0.0687459940808,0.0705045945288,0.0705471180569
0.224,0.0563343447336,0.045161130918,0.0376490602515,0.0331695247451,0.0321156445251
0.226,0.0532570486098,0.0350248636342,0.0260164154295,0.0242935768946,0.0240442478472
0.228,0.0593834838406,0.0595385681909,0.0673713856451,0.0737300749465,0.0751109555237
0.23,0.0623165688166,0.0731392672775,0.0881781458809,0.0958730374602,0.097386134419
0.232,0.0650164964601,0.0857050255567,0.105934128215,0.114677188846,0.116365672725
0.234,0.0662739621858,0.0909366748564,0.109132282001,0.11570376303,0.116893875756
0.236,0.0768962346859,0.144304620218,0.204675878904,0.231364354562,0.23683680639
0.238,0.0845240644867,0.185244294886,0.269522803232,0.302918272351,0.309552482222
0.24,0.084370693072,0.176794529957,0.22891615502,0.241569389303,0.243572862331
0.242,0.076679447794,0.121658842577,0.112169071621,0.100291557241,0.0975670045528
0.244,0.0718896101119,0.0934428515918,0.0785377214132,0.0763394290396,0.0763558451269
0.246,0.0676639937844,0.072732283561,0.0589531047486,0.0588608281679,0.0589594001544
0.248,0.0648527754759,0.0618307056614,0.0534621890462,0.0554742135626,0.0559315429627
0.25,0.0683606120391,0.0794179128498,0.0896678020977,0.100398209101,0.102667508131
0.252,0.0661886479476,0.0701456957685,0.0715571876692,0.0736741059875,0.0738838915055
0.254,0.0712493029092,0.0946647235815,0.116905920982,0.129933539338,0.132566062316
0.256,0.0636630105893,0.0559261315303,0.0369162038722,0.0250275108,0.0221017381134
0.258,0.0671560633955,0.0729238873533,0.0722297598113,0.0723087985761,0.0719955917024
0.26,0.0683630601733,0.0796060360023,0.0847026786696,0.0867434536035,0.0868090444811
0.262,0.0626586484627,0.0531322510471,0.0365489208201,0.027859085138,0.0258028816369
0.264,0.0565973967056,0.0311186687605,0.0138796371947,0.0119467291479,0.0120222564614
0.266,0.0547982017335,0.029266328474,0.0227102869036,0.0251902195151,0.0257555121825
0.268,0.0559991824189,0.0369762827688,0.038995291098,0.0441870987627,0.0452225395447
0.27,0.0551794946819,0.0370276142642,0.0387950773247,0.0414720786438,0.0418864836665
0.272,0.0597630387517,0.0563141170189,0.0728191776092,0.0828017106708,0.0847746563721
0.274,0.0524852263662,0.0264103512453,0.0083226698319,1e-12,1e-12
0.276,0.0548575299098,0.0372518092636,0.0298932512752,0.0224166463581,0.022389479933
0.278,0.0466389922503,0.00985662004771,1e-12,1e-12,1e-12
0.28,0.0482925702093,0.0177133232918,0.00645212111907,0.00725342467613,0.00739952663575
0.282,0.049954468717,0.0256953018502,0.0202803200731,0.0229283597054,0.0233851035776
0.284,0.051232085503,0.0324251473292,0.031211156988,0.0346317077898,0.0352224105421
0.286,0.0545811949364,0.0461716212338,0.053076673087,0.0601551440888,0.0615022292039
0.288,0.0546709547485,0.0474276286186,0.0508755199609,0.0542523361918,0.0547482632933
0.29,0.0529492077543,0.0411852764396,0.0374926504236,0.0372272061041,0.0370477502231
0.292,0.0576712057764,0.0607975566543,0.0708286752863,0.0781217467122,0.0795476594307
0.294,0.0582170505697,0.0630486939052,0.07000393438,0.073877009902,0.0744613213169
0.296,0.0591349392146,0.0669570219764,0.0741474696994,0.078264836002,0.0789665083794
0.298,0.0666757920301,0.101740498193,0.134481239087,0.151198590788,0.154548462806
0.3,0.0748407941626,0.143137760945,0.204667631261,0.233096361707,0.238793584378
0.302,0.0824117822416,0.183532726172,0.268715761501,0.304805628741,0.311957352341
0.304,0.0766407359244,0.13764692799,0.150168056878,0.144576136523,0.142555581483
0.306,0.0841740178196,0.178021511756,0.226883453738,0.245216148032,0.248745320876
0.308,0.0822960625416,0.159436672838,0.180162928117,0.182201827538,0.181988603319
0.31,0.0941298208507,0.227140819516,0.304369871806,0.334881754552,0.340781911802
0.312,0.0934131287782,0.213080070386,0.256279130342,0.263558649093,0.264113096773
0.314,0.0967436468886,0.22775522878,0.278652177495,0.293270055639,0.295804728259
0.316,0.0892255851482,0.169107471582,0.159316025777,0.14562902158,0.142145513639
0.318,0.09218905498,0.183872651957,0.198205473075,0.203703016736,0.204724277942
0.32,0.0854104164219,0.137712909226,0.117894080587,0.105995140469,0.103062324038
0.322,0.0908698910995,0.16764901326,0.180474040781,0.18698939112,0.188056095547
0.324,0.080578573192,0.103453945123,0.0651468225587,0.0439181476622,0.0389383582515
0.326,0.088221258136,0.14352358553,0.140340149621,0.135727537819,0.133739263289
0.328,0.0890447061415,0.147025361528,0.147187714772,0.142437252195,0.14052871508
0.33,0.0937277846329,0.172133011365,0.190654649042,0.193505934852,0.19316865047
0.332,0.0941337358237,0.171468220549,0.183027123636,0.180668311201,0.179246748091
0.334,0.0866005910671,0.123926528709,0.0961337974418,0.0784567862655,0.074284464175
0.336,0.0900498111125,0.142782635843,0.138341336071,0.135284809419,0.134205715215
0.338,0.0919423045549,0.152501700094,0.156472501506,0.155355134528,0.154468360201
0.34,0.0965773223321,0.177301232805,0.198207670181,0.203235436208,0.20353247807
0.342,0.0950068824681,0.164815849038,0.168084699859,0.162617290113,0.160695627212
0.344,0.094832282283,0.161769598665,0.16337410816,0.159710243693,0.158422255216
0.346,0.0983352717854,0.180176193168,0.196355935201,0.199609552564,0.199692203447
0.348,0.094076857676,0.151910169266,0.140987282696,0.130246035372,0.127365768496
0.35,0.0895196810533,0.125715869863,0.104155364974,0.0942291622827,0.0920194981547
0.352,0.082731981863,0.0914692564768,0.0610441676167,0.0509917094803,0.0488849259217
0.354,0.0810485256962,0.087086867951,0.0696009722839,0.0672541323396,0.0667324102114
0.356,0.0902027035902,0.132171183781,0.146796351929,0.157658556063,0.159624319465
0.358,0.0971396515647,0.168951689017,0.205935202406,0.22290631209,0.225899008002
0.36,0.0884529288371,0.11585500673,0.0910782608471,0.0726139513649,0.0679977104655
0.362,0.0869356359588,0.109488269972,0.0928466981901,0.0882327955708,0.0874116294547
0.364,0.0907084198361,0.129690303009,0.131652491054,0.135281674276,0.135898246893
0.366,0.0788331234659,0.0672694657622,0.0214838402625,1e-12,1e-12
0.368,0.0785472337,0.0705896200861,0.0460894234434,0.0419715973176,0.0411178461044
0.37,0.0791031186488,0.0767573685014,0.0633027079598,0.0620218857743,0.0614706428609
0.372,0.0850935893832,0.105790417554,0.111531393684,0.117441646524,0.118211377412
0.374,0.0784336832203,0.0739322278251,0.0494018248674,0.0365252871891,0.0333309350947
0.376,0.075425103422,0.0641346230235,0.0441846729271,0.0398954864012,0.0392109401958
0.378,0.0701935309597,0.0464473056407,0.0256209932107,0.0206820406796,0.019579216968
0.38,0.0712606718483,0.0548156430397,0.0449944297076,0.0449845351867,0.0448409925121
0.382,0.0717472718673,0.0602922775359,0.0553990019872,0.0558378433986,0.0556762490373
0.384,0.0658124021916,0.0393258055246,0.0204757257916,0.0127741302879,0.0109883525231
0.386,0.0650107520978,0.040921624324,0.0304275514002,0.0292417564663,0.0290509652865
0.388,0.0587669346353,0.0230441493322,0.00691386366515,0.00146393624546,0.000194121282164
0.39,0.0575530512223,0.0247218375112,0.0177884100468,0.0189358822607,0.0199465933169
0.392,0.0564316713436,0.0260365969777,0.022292275198,0.0226600574721,0.0229128685918
0.394,0.0523917596889,0.018120993042,0.0104336337335,0.00760569563164,0.00702616662861
0.396,0.0545820294126,0.0283171164671,0.0279254981025,0.0284057423328,0.0285141475136
0.398,0.0531880325579,0.027345588693,0.024893911568,0.0234106132443,0.0230482157092
0.4,0.0497018764962,0.0196899911643,0.0123880658726,0.00939797519698,0.00880923039958
0.402,0.0415628857526,0.000951376756668,1e-12,1e-12,1e-12
0.404,0.0423323452164,0.00687833772099,0.00434003596521,0.00694791370402,0.00761458725799
0.406,0.0344197597637,1e-12,1e-12,1e-12,1e-12
0.408,0.036642433755,0.00268753596056,0.00440996485029,0.00226154015259,0.00177701988545
0.41,0.0349647989435,0.00510596724656,0.00663244055542,0.00626575110568,0.00630723728803
0.412,0.0388044714588,0.0154514251575,0.0250510244971,0.0270759994776,0.0276277473741
0.414,0.0437419312826,0.031845749775,0.0555403241528,0.0626075174844,0.0642327533917
0.416,0.0463394952074,0.0427927407382,0.0710729457772,0.078239403381,0.0797780103027
0.418,0.0447680362083,0.0364813295566,0.047988322768,0.0464796948243,0.046081539317
0.42,0.0415517923604,0.0246293820215,0.0226048265134,0.0187075443887,0.0180218964171
0.422,0.043309013339,0.0325034570334,0.0389860168287,0.0401484559327,0.040541262377
0.424,0.0432921390606,0.0336358449362,0.0397495302231,0.0400457893464,0.0401380122369
0.426,0.0451709318857,0.0420043951636,0.0542315547438,0.0571080041818,0.0577555555201
0.428,0.0450295596666,0.0418015037648,0.0502998721447,0.0506477882446,0.050695169695
0.43,0.0456816424709,0.0450164217701,0.0546775986555,0.0559505124173,0.0562360453656
0.432,0.0462854630856,0.0478748513625,0.0580240030028,0.0594299495502,0.0597243214178
0.434,0.0454057078502,0.043977891556,0.0485345916158,0.0474669621651,0.047226633367
0.436,0.0422592762564,0.030764882407,0.0248504379007,0.0205962422918,0.0197544307815
0.438,0.0389039607708,0.0196878298479,0.0123578429779,0.0106680198868,0.0105117336163
0.44,0.0413058111994,0.0296003622238,0.0315544869104,0.0339471020506,0.0346139026321
0.442,0.0460474558356,0.0486562324132,0.0650276096233,0.0734134818909,0.0753481817072
0.444,0.0478182698798,0.056467860517,0.074498846575,0.0811953036813,0.0826290497496
0.446,0.047612213416,0.0547438231306,0.0655961349793,0.0678804975802,0.068353053529
0.448,0.0470131121372,0.0514225017,0.057239890135,0.0580355344434,0.0582612157113
0.45,0.0496469929824,0.0633788557697,0.0788365027972,0.0846880480748,0.0860210520986
0.452,0.0533640926967,0.0808012059199,0.108277747572,0.118715316223,0.120970376406
0.454,0.0509275930552,0.065358452045,0.0698871361106,0.067071706625,0.0663319402798
0.456,0.0455448747835,0.0376881322064,0.0222544254337,0.01527682396,0.014056442211
0.458,0.0449817247264,0.0368694787217,0.0310895211958,0.0321468940499,0.0326943051698
0.46,0.041879276587,0.0259154303907,0.0180468315828,0.0160995720806,0.0156730831045
0.462,0.0406506903381,0.0238837434813,0.0206833277763,0.0213856954952,0.0216325372615
0.464,0.0421145145782,0.0310520499657,0.0350149136953,0.0385142063815,0.0393166979943
0.466,0.0488034579901,0.057781167387,0.0828551549398,0.0963611574501,0.0993316685023
0.468,0.0597200519484,0.109275299898,0.1800716175,0.215184415363,0.222822531413
0.47,0.0690257380289,0.160119946635,0.270498637382,0.32004632406,0.330546545406
0.472,0.0734955476735,0.182227650288,0.290552086277,0.331541483004,0.339835690046
0.474,0.0811146205221,0.226204643645,0.362872925214,0.416087233949,0.427114860616
0.476,0.0844686906621,0.23959606921,0.363773137394,0.405892143039,0.414268716393
0.478,0.0853128636121,0.234540152081,0.333026182471,0.362927534212,0.368818579973
0.48,0.0813406219782,0.195504356638,0.243239674435,0.25244497126,0.254103519889
0.482,0.0811085242446,0.187392400781,0.234331217388,0.251078286095,0.254759346452
0.484,0.0792423854113,0.16937889895,0.203812798543,0.215836505015,0.218334332854
0.486,0.0877867995899,0.220371985944,0.30673948414,0.345541759739,0.353887065991
0.488,0.0877798025933,0.212907458202,0.278486220154,0.299670137171,0.303697110701
0.49,0.0846810145521,0.185282521176,0.220086894324,0.228413012395,0.230011486058
0.492,0.0908816397408,0.221564477106,0.294509771432,0.32497339867,0.331546541349
0.494,0.0883110740721,0.197448097937,0.237952170523,0.247682983985,0.249348672839
0.496,0.084874585803,0.170497130904,0.190592801084,0.195385468347,0.196441124736
0.498,0.0857689055269,0.173841724925,0.206306881079,0.220568739841,0.223756679097
0.5,0.0859732417476,0.172665854825,0.207219462488,0.221248698061,0.224198694017
0.502,0.0906908458451,0.199732282808,0.259963677446,0.28596830982,0.291501864007
0.504,0.0918673481676,0.203187530737,0.259048292106,0.278990514621,0.282991536678
0.506,0.0903738748402,0.189164903588,0.226998776657,0.238110113891,0.240310668392
0.508,0.0946336269439,0.213218285998,0.274304273354,0.298809604339,0.304048823483
0.51,0.0967148976293,0.222304318126,0.285098654024,0.307575556561,0.31215363227
0.512,0.101365880492,0.248258598795,0.329227352731,0.359697421626,0.366028600847
0.514,0.0976358117043,0.215983091006,0.253554048397,0.259953890761,0.260918600567
0.516,0.0939775696005,0.188159804913,0.206409971263,0.210482449986,0.211477498912
0.518,0.092003918289,0.174130973309,0.191400578841,0.198993194346,0.200787535997
0.52,0.098028016287,0.209801248552,0.264394622447,0.290495850421,0.296216808184
0.522,0.106848291418,0.263144483586,0.36076568503,0.403520475435,0.4125851296
0.524,0.102856839169,0.228593575455,0.271288836113,0.27873010534,0.279734179282
0.526,0.100180325915,0.20695381091,0.232920122027,0.239974507146,0.241630817336
0.528,0.111192507046,0.274176899589,0.362767466005,0.4020425496,0.41066344331
0.53,0.107053219914,0.238545451903,0.27536526227,0.280378523363,0.280911353632
0.532,0.114368549591,0.282483117361,0.360419271051,0.390154640896,0.396527910293
0.534,0.122017117908,0.328353416884,0.437651774005,0.478401206293,0.486846843837
0.536,0.11897194371,0.296624813804,0.354300320557,0.364686568866,0.366342489659
0.538,0.113757274508,0.253566017035,0.273719917468,0.274388981042,0.274633428435
0.54,0.116350490477,0.267166382246,0.310827559273,0.328694950281,0.332801904777
0.542,0.117852192523,0.27288726839,0.322904012679,0.34164048827,0.345618296813
0.544,0.116575457624,0.259835717349,0.297376278879,0.308916629681,0.311301405974
0.546,0.122237751484,0.293608767305,0.363013453764,0.391066288261,0.39712243089
0.548,0.116539970546,0.249125515139,0.269243095404,0.268846248564,0.268422767426
0.55,0.122312362613,0.284008462557,0.341867568276,0.364962009358,0.370038474825
0.552,0.128056148131,0.317826027112,0.39998527356,0.430898964873,0.437337494723
0.554,0.12678664645,0.302226693772,0.356836632114,0.370265305779,0.372771644973
0.556,0.122683474841,0.26907323752,0.293638046161,0.296829392015,0.297512888934
0.558,0.125053096447,0.281798659114,0.32585994483,0.342936885561,0.346788772446
0.56,0.136794036992,0.355736119394,0.462896915071,0.50823799669,0.517992747006
0.562,0.119152892935,0.222074943766,0.178530557641,0.139141178329,0.129831018858
0.564,0.125266975339,0.260156839857,0.272424309926,0.275047217529,0.275766444109
0.566,0.128313877282,0.277879855631,0.309971544853,0.319354833778,0.321108539205
0.568,0.123907405464,0.246522125084,0.251615115236,0.246211403763,0.244786323797
0.57,0.120242435534,0.223230231624,0.220788059834,0.21699089091,0.216315142622
0.572,0.128209027163,0.271913300156,0.315773855251,0.33432123011,0.338343298339
0.574,0.124685289232,0.246697296832,0.261211138246,0.259446935213,0.258695694157
0.576,0.125014055166,0.247945248981,0.268384746297,0.273160085799,0.27421570379
0.578,0.125348748919,0.249089423832,0.272617901444,0.278749148228,0.280006712153
0.58,0.124832872875,0.244848399749,0.265987966182,0.270752144805,0.271700008698
0.582,0.123958702695,0.238698428404,0.257007440881,0.260967549147,0.261781555341
0.584,0.121588567719,0.223861510336,0.233573034068,0.234305254706,0.234460736278
0.586,0.110998310518,0.161276057657,0.129751158003,0.113840606874,0.110565613193
0.588,0.120053108204,0.214095546132,0.23397912856,0.244675366893,0.247100848845
0.59,0.118709910411,0.206869489944,0.218098030829,0.218817345012,0.2187051048
0.592,0.124469855546,0.241349881945,0.280815195482,0.294836725522,0.297714285186
0.594,0.109507056116,0.14825343511,0.0992568124333,0.0676015959489,0.0604901710601
0.596,0.107591366821,0.143585728142,0.120655607575,0.116503376417,0.116422416507
0.598,0.110357836066,0.162600134015,0.164424068635,0.169663197769,0.171070235901
0.6,0.103226225033,0.127721471744,0.105911831489,0.0952981221982,0.0929850580051
0.602,0.107009769168,0.151570941405,0.156120741553,0.15989782949,0.160858078535
0.604,0.107500122226,0.15735616732,0.166086972824,0.168654647089,0.169140480796
0.606,0.100723453441,0.123865781529,0.105869497515,0.0952188000624,0.0929436026277
0.608,0.101262150591,0.131212414267,0.128501973393,0.128743496795,0.129033845781
0.61,0.104314892017,0.150316356476,0.164217179606,0.170555717657,0.171964960757
0.612,0.0982253636373,0.120376380888,0.106741212045,0.0972019405674,0.0950640090575
0.614,0.0920138630712,0.0943170943408,0.0732298786325,0.0662966610759,0.0652182123051
0.616,0.0882261181576,0.0831658265823,0.0685338133869,0.0665603001869,0.0664194396152
0.618,0.0831560510247,0.0675881423006,0.0531167355419,0.0500327682062,0.0494736410689
0.62,0.0913554878481,0.106813552815,0.122166961253,0.13244067069,0.134691833947
0.622,0.105268254382,0.176407691162,0.243952298781,0.276726187739,0.283710625379
0.624,0.0979902546825,0.133365863553,0.133000096697,0.121571657786,0.118448786931
0.626,0.0972260779468,0.131122559941,0.133781453721,0.133358150906,0.133536393677
0.628,0.092851050761,0.110560351058,0.100565922271,0.0956831765189,0.0947176920622
0.63,0.0898691580705,0.0994181825746,0.0898955491469,0.0879058357473,0.0876711476099
0.632,0.0912873045404,0.109736645786,0.113627290626,0.118018353931,0.119074026107
0.634,0.0874491933234,0.0940182320945,0.0864451511445,0.0830154196313,0.0822354538298
0.636,0.0794168978773,0.0611519831179,0.0378368731782,0.0297234686957,0.0282199283238
0.638,0.0788073058759,0.0646911238417,0.0565975717812,0.0582069870696,0.0588386283356
0.64,0.0818467217523,0.0820134889961,0.0895064966528,0.0968006754783,0.0984861453576
0.642,0.080099398585,0.0779428895072,0.0796569392592,0.0807030247212,0.0808712776722
0.644,0.0815005846855,0.0877306526253,0.0973598825317,0.102455373296,0.103598645887
0.646,0.0809644512974,0.0880801805163,0.0954123288688,0.0981197750728,0.0986762105547
0.648,0.0808094512915,0.0900098773926,0.0977776564117,0.100795805858,0.101463843498
0.65,0.0854735046847,0.114034267492,0.13981315145,0.151174342622,0.153628746621
0.652,0.0864389985455,0.119498146517,0.142328302989,0.14958108442,0.151001194634
0.654,0.0965510528873,0.171996287428,0.235463188221,0.261662219583,0.267195534535
0.656,0.101626139293,0.198352550809,0.269417947014,0.293904606589,0.29878694041
0.658,0.104606507415,0.211748313272,0.278202468272,0.298182867584,0.302104774934
0.66,0.101585299425,0.187479574125,0.216691705653,0.219222862389,0.219485877583
0.662,0.0966993640892,0.155154155327,0.15761679873,0.154208574958,0.153612386985
0.664,0.0987843672882,0.166211514444,0.186369324606,0.19552102169,0.197699219639
0.666,0.091296154938,0.122220016497,0.106944893483,0.0972012477149,0.0950008059191
0.668,0.0851211153307,0.092779554101,0.0739039753065,0.0701069645715,0.0697651479608
0.67,0.0856263192706,0.0990152026885,0.0984379101792,0.104070787689,0.105565276668
0.672,0.0802157679076,0.0765749773074,0.0649918577584,0.0614125163693,0.0606031278643
0.674,0.0817262539675,0.0875809587187,0.0923873757184,0.0978604847717,0.0991541342415
0.676,0.0786468663081,0.0769330842874,0.0750136233301,0.0744905720146,0.0743111094274
