time,N=2,N=20,N=100,N=500,N=1000
0.15,89.5439861225,87.6816224308,87.8473602101,87.9221619843,87.9317171764
0.152,90.0177340391,88.1499494616,88.3080803426,88.3794618395,88.3875921629
0.154,90.5208642768,88.5191580037,88.4457396153,88.3794637445,88.387594068
0.156,89.6239587439,87.7985565785,87.889880833,87.8990211239,87.9148969145
0.158,91.6830387584,89.7136749176,89.7076141743,89.6580734323,89.6722410937
0.16,91.0042968735,89.1572797011,89.2796557074,89.3137463421,89.3454401646
0.162,91.0119546446,89.1645010209,89.2864855573,89.3203624776,89.352028372
0.164,91.0733255874,89.2199243412,89.3388154434,89.3712136185,89.4027199452
0.166,90.9071758918,89.0643838759,89.1872559107,89.2226171049,89.2543829832
0.168,91.9596428155,90.0815397414,90.1919883426,90.2102882075,90.2403986739
0.17,92.0681115354,90.1683442334,90.2520869422,90.250429876,90.2751926648
0.172,93.0358992178,90.9586294584,90.918039634,90.8793074338,90.9001527891
0.174,93.7077209339,91.4551171618,91.3000962703,91.2154291194,91.2271755221
0.176,91.777480106,89.9025851637,89.8801904427,89.8291254845,89.8448754069
0.178,90.6960178224,88.8078750573,88.6967308314,88.607099478,88.6136578336
0.18,87.6340362811,85.758568059,85.6225459277,85.5928878105,85.6125019585
0.182,87.622022599,85.7440394873,85.6059108542,85.575669175,85.5951487591
0.184,87.1193255312,85.2028260877,85.0627912738,85.0479667863,85.0708619976
0.186,88.030391752,86.1272802028,85.929045166,85.8736481634,85.8892331988
0.188,88.4699507404,86.5746719206,86.3587974674,86.2950763274,86.3096598876
0.19,90.7969040805,88.4570034144,87.5391361415,86.9826797107,86.8457099409
0.192,91.3258324734,88.7896580785,87.727802567,87.2199188283,87.1090593754
0.194,91.3101915264,88.783561466,87.7237028633,87.2169165793,87.1068270568
0.196,91.171305878,88.703850151,87.6407410243,87.1331549412,87.0244648868
0.198,92.4397585594,89.6074198496,88.6752149079,88.202709467,88.0913032778
0.2,93.2203436432,89.9417840403,88.6752182792,88.2027128203,88.0913066269
0.202,93.2115398676,89.9386605561,88.672669927,88.2005824949,88.089259511
0.204,94.5136441871,90.4400396046,89.0407222935,88.4950006427,88.3637118663
0.206,92.9846403757,89.8489922422,88.4504163447,87.8844738541,87.7466497837
0.208,93.2701766631,90.0197629335,88.6541102624,88.1011125762,87.9659422078
0.21,93.1522881404,89.9429473195,88.5645155414,88.0088196677,87.8732401322
0.212,95.0765478907,91.3561752067,90.209095505,89.7021973992,89.5747059782
