S,V
105.357,0.0761546
105.801,0.0655662
104.937,0.0668864
105.612,0.066946
106.013,0.0891865
105.364,0.0947355
105.88,0.0839198
106.329,0.0870583
106.651,0.074605
106.941,0.0866025
107.895,0.0788448
106.734,0.0617892
106.896,0.0812198
106.16,0.0651988
106.214,0.0604939
106.837,0.0734924
107.551,0.0735485
107.095,0.0752808
108.121,0.0683778
108.242,0.0645424
108.898,0.0526435
109.324,0.0434716
109.245,0.0568528
109.465,0.067341
107.97,0.0788156
107.678,0.0759622
107.767,0.064981
107.692,0.0466824
107.735,0.0486653
107.824,0.0456002
107.03,0.0510768
106.85,0.0694734
106.263,0.0843089
104.776,0.0865853
103.847,0.0881015
104.296,0.0879715
103.476,0.0892109
103.577,0.0975223
103.606,0.0991166
103.273,0.0766255
102.355,0.0802336
102.569,0.0851061
102.347,0.073331
103.422,0.0749343
102.856,0.113478
100.253,0.118782
98.8102,0.101056
98.5532,0.108067
99.3897,0.0860198
100.01,0.0792696
99.8084,0.0879678
100.696,0.0854948
101.605,0.0643172
102.788,0.0685917
103.546,0.0732922
102.97,0.0797869
102.021,0.0959147
100.566,0.123318
101.336,0.0919775
100.048,0.0954319
100.974,0.0902705
100.34,0.110067
101.602,0.0762502
101.391,0.0921681
102.225,0.0850059
101.448,0.0818664
101.026,0.0793521
100.126,0.0797318
101.213,0.057648
100.951,0.0675936
101.091,0.0739473
101.191,0.0729467
100.977,0.101035
102.918,0.0664966
103.867,0.0375173
104.614,0.0496413
103.69,0.0618245
101.456,0.075738
102.015,0.0738141
103.401,0.0528017
103.566,0.060841
103.647,0.0731105
102.038,0.0705122
103.374,0.0703487
103.808,0.0881256
101.665,0.0893316
102.818,0.0625556
102.072,0.0716559
101.175,0.0812855
101.128,0.0732753
100.763,0.0801337
100.661,0.0849713
101.092,0.0931318
100.174,0.0750774
99.9161,0.0852728
101.274,0.0853805
101.055,0.0807578
100.427,0.0870927
100.935,0.077593
101.617,0.0790233
100.957,0.0833022
100.583,0.0911401
100.723,0.0710015
100.607,0.0857629
101.41,0.0696672
101.449,0.0731532
100.566,0.0969584
101.884,0.0704527
102.756,0.0595394
103.512,0.0690233
103.183,0.101671
103.383,0.0900481
101.209,0.0834001
99.6188,0.0894879
98.4121,0.0545434
97.4524,0.0726123
99.1582,0.0298542
99.0689,0.0526329
98.4958,0.0645812
98.5216,0.0622257
99.6927,0.0564932
100.079,0.0688522
101.522,0.052692
100.189,0.0556038
100.159,0.0529764
100.995,0.0539483
101.154,0.0517647
100.696,0.0663699
103.269,0.0448184
104.151,0.0561288
105.363,0.0381535
104.673,0.0570779
103.465,0.07539
104.829,0.0600532
104.258,0.069044
104.428,0.0703504
104.187,0.0728271
104.389,0.06317
102.705,0.096271
102.639,0.0909568
102.188,0.0821787
102.443,0.0548399
101.668,0.0764081
101.031,0.0825202
102.201,0.046007
102.005,0.0450848
101.933,0.0599464
101.883,0.0596168
102.207,0.0612892
102.196,0.070483
102.974,0.056453
103.607,0.0474592
103.282,0.059222
103.494,0.0651734
103.409,0.0553203
103.477,0.0632277
102.779,0.0743885
103.195,0.0565308
105.176,0.0382825
104.304,0.0582
105.053,0.0752003
104.734,0.0723253
103.67,0.0659411
104.954,0.0478662
104.9,0.051187
104.226,0.0703355
105.033,0.0550443
105.77,0.0427173
106.166,0.0439626
104.305,0.0576144
104.357,0.056327
104.321,0.0509455
103.69,0.0560957
104.547,0.0463621
103.975,0.0682442
103.843,0.079544
105.536,0.0523809
105.955,0.0512146
106.125,0.06001
104.975,0.0604948
103.956,0.0585761
104.426,0.0546673
102.951,0.0556163
102.371,0.0731098
102.996,0.0643384
103.756,0.0649225
103.854,0.0404769
104.27,0.0487164
104.788,0.0323171
104.858,0.0398081
104.732,0.0445985
104.974,0.0460442
105.016,0.0496384
105.599,0.0486969
104.966,0.0584628
106.045,0.0417795
105.833,0.0461617
105.813,0.0372884
106.018,0.0518009
105.785,0.045407
104.756,0.0554073
105.329,0.0468652
105.588,0.0607489
106.234,0.0317021
104.965,0.0596709
105.52,0.0593396
105.24,0.0715692
106.579,0.0574345
106.064,0.0705362
106.291,0.0641529
106.385,0.0515422
106.771,0.0575205
107.344,0.0484331
107.777,0.0510434
108.077,0.0595227
108.748,0.049883
107.153,0.0573023
107.027,0.0646238
106.216,0.0537287
105.233,0.049267
104.541,0.0488828
104.49,0.0546057
104.037,0.0548374
104.714,0.0537154
103.043,0.0625525
101.943,0.0708276
102.136,0.0468957
102.478,0.0499239
102.743,0.0646817
102.374,0.0805267
103.486,0.0612216
103.219,0.0735664
102.16,0.0588901
101.407,0.0734694
100.449,0.0652095
100.304,0.041954
100.701,0.0497132
100.346,0.0612304
99.9521,0.0590675
98.1199,0.0598571
96.6995,0.0816247
97.9323,0.0682225
97.4608,0.0800636
97.9678,0.0578418
98.1846,0.0609601
97.246,0.078641
97.9474,0.0695259
97.9211,0.0829855
97.8446,0.0737214
97.7515,0.06951
97.7837,0.0759489
96.4614,0.0853714
97.1129,0.0754176
97.3877,0.0682672
97.4019,0.0731941
98.6113,0.072523
97.3585,0.076558
97.9252,0.0609109
98.1557,0.0651901
97.4026,0.0796692
97.4271,0.0881742
98.4641,0.0840228
98.2541,0.0611084
99.0984,0.0684001
98.6864,0.0635935
98.7689,0.0366302
98.7858,0.0510405
98.3852,0.0484208
97.2136,0.0568262
97.3358,0.040238
97.8912,0.0474882
97.5119,0.0602966
98.7168,0.0414861
98.6006,0.0479922
98.7438,0.0516864
98.9781,0.0512829
99.5563,0.0492794
98.8143,0.0497794
98.7848,0.0417617
99.5763,0.0424218
99.7381,0.0651972
98.6981,0.0635428
98.607,0.0549954
99.2934,0.0473592
99.1995,0.0508101
99.4877,0.0469053
99.2539,0.043888
99.3545,0.0388447
98.2354,0.0599889
97.4417,0.0656109
96.8688,0.0561807
96.426,0.053379
95.3358,0.0675756
96.0739,0.0371098
96.1372,0.0533591
96.7437,0.051622
96.4335,0.0666771
96.2607,0.0802662
95.9209,0.108642
96.7074,0.0860743
97.6952,0.0845275
97.2694,0.0957518
96.8493,0.113398
99.1165,0.077986
100.374,0.0663464
101.794,0.0470328
101.725,0.0645608
100.426,0.0670383
100.181,0.0696667
99.7121,0.0510629
99.8672,0.0533364
98.3061,0.0639511
98.4404,0.0710006
98.272,0.0679776
99.1741,0.049679
98.9943,0.0516651
98.379,0.050955
99.0469,0.0595277
98.7935,0.0545977
98.4355,0.0533647
98.618,0.052139
99.2489,0.0490275
99.967,0.0529334
99.4825,0.0727774
99.7173,0.059834
98.5765,0.046661
99.8632,0.0478105
100.207,0.0447362
100.361,0.063858
100.708,0.0367634
99.9435,0.0447101
99.2045,0.0727138
98.8011,0.0792503
97.7543,0.0683239
98.6535,0.0847001
98.8706,0.0735866
98.9577,0.0485229
99.3258,0.0638101
98.9436,0.0659188
99.4234,0.0755603
99.6742,0.080103
100.974,0.0752979
101.696,0.0688355
102.201,0.0583334
103.551,0.05208
102.557,0.0519675
102.172,0.0668081
100.873,0.0563904
101.416,0.0584307
101.656,0.0490114
100.19,0.0843497
101.241,0.0550368
100.838,0.0695434
102.692,0.0648331
101.182,0.088961
101.01,0.0815145
99.8344,0.0781943
100.48,0.0693264
98.9534,0.0815118
99.158,0.0701431
99.642,0.0520276
100.091,0.0595316
100.576,0.0548168
101.009,0.0533664
101.561,0.054153
102.284,0.0484049
102.066,0.0485731
101.937,0.0574948
102.336,0.0446062
102.152,0.0559424
101.225,0.0598404
100.614,0.0398883
100.935,0.0457178
101.141,0.0538889
101.564,0.0354909
102.918,0.0293875
103.345,0.0325586
103.831,0.0365107
104.654,0.0399793
103.775,0.043062
103.758,0.0439612
105.282,0.0409526
105.885,0.0513299
106.287,0.0600232
106.232,0.0659071
107.22,0.0682765
108.017,0.0697808
108.278,0.0866881
108.202,0.0823928
109.069,0.0658802
109.822,0.0782397
108.782,0.0745496
108.131,0.0805887
109.377,0.0902556
109.358,0.07163
109.692,0.0831408
109.924,0.0818545
109.231,0.0853023
109.273,0.092302
109.696,0.0788955
109.401,0.0701147
109.691,0.0740503
109.831,0.0789299
110.251,0.0724877
110.113,0.0501436
110.76,0.0618337
112.326,0.0461913
113.311,0.054243
113.689,0.0611171
113.639,0.0801809
112.875,0.100136
113.782,0.0909462
113.03,0.0916313
113.337,0.0657645
112.785,0.0732378
114.751,0.0669927
113.811,0.0680988
112.893,0.0769455
111.595,0.0960828
111.697,0.116078
112.104,0.105128
112.238,0.110395
112.045,0.0877987
113.798,0.0603125
114.649,0.0553917
114.361,0.0737982
113.71,0.0893479
114.823,0.0737345
115.929,0.0731211
115.945,0.0775445
115.73,0.0883001
116.777,0.0770665
115.396,0.0916043
114.068,0.0940702
115.973,0.0683336
117.986,0.0617695
117.856,0.0648826
118.681,0.0642778
121.255,0.0555921
121.765,0.0543802
121.356,0.0500831
121.2,0.0558413
120.373,0.0646589
120.578,0.0430861
120.219,0.0433191
118.244,0.0599336
119.834,0.045285
119.395,0.0500849
121.078,0.0427276
121.545,0.024837
121.174,0.0383719
120.567,0.0444761
120.582,0.0592691
120.83,0.0483021
121.21,0.0398682
123.227,0.0272908
123.306,0.0285848
122.408,0.0512207
122.046,0.0590447
121.72,0.0478851
122.64,0.0514102
123.417,0.0478422
124.638,0.0493366
123.215,0.0508801
124.005,0.0506418
124.647,0.0536206
123.526,0.0713787
126.243,0.0543124
125.933,0.0592675
125.869,0.0595625
125.936,0.0600203
126.16,0.0532088
127.152,0.0582636
126.339,0.0609068
126.176,0.0417673
126.301,0.0383552
126.264,0.0624928
127.986,0.0471325
128.985,0.0510426
128.042,0.036066
128.892,0.0452807
129.086,0.0494968
130.531,0.0489054
130.814,0.0558975
130.602,0.0705277
130.359,0.0533658
129.176,0.0525902
129.406,0.0542635
127.721,0.056525
126.48,0.0510352
127.153,0.0637764
128.122,0.0753713
127.833,0.0672641
127.574,0.0602425
128.172,0.0494029
128.63,0.0480127
128.741,0.0567054
127.174,0.0788356
124.382,0.0889506
124.596,0.0780524
124.369,0.0891466
125.299,0.0766971
125.074,0.0702458
124.05,0.0787417
123.28,0.0833501
124.488,0.0678691
126.584,0.0532951
124.856,0.0669471
124.074,0.0469218
124.387,0.0505102
124.977,0.0482469
125.96,0.0467957
126.783,0.0353718
126.462,0.0550955
125.99,0.0421896
125.877,0.0491587
126.12,0.0628177
126.847,0.0718476
127.451,0.0405233
127.761,0.0450273
126.612,0.0601048
127.29,0.0593699
126.823,0.0588566
126.791,0.0765651
126.399,0.0544482
125.327,0.0806285
125.012,0.0882613
126.411,0.0754232
126.787,0.0496737
127.648,0.0468499
126.976,0.0757163
127.454,0.0578259
128.575,0.0503911
128.311,0.0509419
128.836,0.0592145
129.649,0.0588542
129.911,0.0562724
127.743,0.0646258
126.796,0.068091
128.405,0.0573061
128.319,0.0492627
127.951,0.0626707
126.531,0.0521895
124.487,0.0808985
123.888,0.0787509
124.512,0.0771023
122.036,0.101384
122.963,0.101296
122.807,0.0839568
123.075,0.0416102
124.05,0.054114
124.274,0.0590193
124.039,0.0581466
125.171,0.0428193
125.023,0.0361941
125.836,0.0420596
126.282,0.0372432
125.117,0.0515251
125.744,0.0510521
127.843,0.0504428
127.801,0.0418226
128.27,0.0387575
128.304,0.0598094
128.531,0.0561844
129.971,0.0633005
129.898,0.0539478
130.526,0.048247
130.86,0.0713932
130.292,0.0833219
130.027,0.0716771
129.28,0.0690502
128.595,0.0848319
127.972,0.0850729
127.726,0.0953166
127.767,0.0860876
130.023,0.0477452
131.369,0.0453753
130.871,0.0655212
130.43,0.0737898
128.324,0.078254
129.226,0.0716485
130.348,0.0799919
128.734,0.0804106
129.237,0.0906398
129.35,0.0876573
130.246,0.0627158
132.46,0.0513143
131.252,0.0541566
132.006,0.0623009
132.857,0.0360241
132.919,0.049506
132.133,0.0542473
132.29,0.0489721
131.487,0.07517
131.771,0.076
131.441,0.0825141
130.217,0.0881737
131.09,0.0911207
133.207,0.0684
132.053,0.0735819
131.767,0.0592337
133.54,0.0544317
130.703,0.0769289
130.579,0.0633166
129.672,0.0815695
129.553,0.0607247
131.208,0.0765621
130.044,0.100512
131.062,0.0861905
131.861,0.0900388
134.273,0.0370007
133.871,0.0631071
135.884,0.03941
135.448,0.0462372
135.152,0.0278103
134.679,0.0331903
135.327,0.036519
134.806,0.0495733
134.878,0.0602233
133.407,0.065038
135.542,0.0301183
136.284,0.0279093
136.678,0.0316354
136.501,0.0417868
137.715,0.0255908
137.881,0.0223445
138.686,0.0199266
139.047,0.0238565
139.505,0.0284047
138.995,0.0447828
137.371,0.0508413
136.598,0.0521756
137.411,0.0396771
136.921,0.038957
137.282,0.0414381
138.844,0.0516768
138.621,0.0476946
139.535,0.0472066
138.593,0.0561882
138.703,0.0616463
138.745,0.0545028
137.83,0.0536774
135.884,0.0713248
137.043,0.0505641
137.336,0.0532513
137.366,0.0499246
139.352,0.0354303
138.823,0.0372705
139.364,0.0332815
139.918,0.0275336
139.951,0.0271866
139.192,0.041455
140.215,0.0262094
140.565,0.043553
139.296,0.0544355
139.902,0.0294377
140.823,0.028605
140.176,0.0477211
139.242,0.0577832
140.737,0.0266202
139.934,0.0415141
139.371,0.0519545
137.478,0.0632389
137.677,0.0379769
136.777,0.056306
136.26,0.0566033
137.072,0.0499977
