S,V
78.1295,0.0972218
78.412,0.0897268
79.0057,0.083032
80.1982,0.077196
79.3695,0.0979896
79.3051,0.0898562
80.1148,0.0858788
80.5425,0.0849781
80.1997,0.0738069
80.5026,0.0525729
79.7351,0.0791664
79.6602,0.0787039
79.0283,0.103742
79.9505,0.0962954
80.1772,0.0867025
79.3579,0.107862
79.508,0.0908353
79.2029,0.119973
80.5524,0.0898223
82.2331,0.0846313
82.1201,0.10168
81.4368,0.098444
81.7094,0.0753216
82.2389,0.0841137
83.7049,0.0691743
82.6846,0.0697612
82.6867,0.0645834
83.5847,0.0495638
83.0453,0.0577269
83.1747,0.0716427
83.1391,0.0792799
82.0822,0.0890229
81.2717,0.0888064
82.2651,0.0999764
82.0912,0.0849658
83.7347,0.0676572
83.4385,0.0810788
82.2892,0.0921896
81.4367,0.0939643
83.017,0.0503164
82.5626,0.0683136
82.4099,0.0528346
82.8681,0.0553532
82.5382,0.0540928
82.4045,0.0511285
81.9307,0.0418519
81.2829,0.0618565
81.8414,0.0657214
81.8366,0.074748
82.0608,0.0673721
82.891,0.0744908
82.2656,0.0583793
82.7221,0.0479535
82.6045,0.0501681
83.2617,0.0649567
82.7801,0.0823938
82.4809,0.0435818
81.4281,0.0513198
80.9083,0.0711628
80.6569,0.0598363
